host_id,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365,price_category,available_category
66754355,Brooklyn,Bushwick,40.70792,-73.91986,Private room,45,3,1,1,0,Cheapest price,Short term
36332698,Manhattan,Upper West Side,40.79009,-73.97544,Entire home/apt,2999,1,0,1,0,High price,Short term
59007500,Manhattan,East Village,40.72814,-73.97995,Private room,85,1,4,1,0,Cheapest price,Short term
49260425,Brooklyn,Bushwick,40.69544,-73.93221,Entire home/apt,68,3,1,1,0,Cheapest price,Short term
18351549,Manhattan,West Village,40.73428,-73.99969,Entire home/apt,221,30,3,1,0,Cheapest price,Short term
440396,Manhattan,Upper East Side,40.78103,-73.95069,Entire home/apt,75,2,14,1,0,Cheapest price,Short term
35320932,Manhattan,Gramercy,40.73598,-73.98161,Entire home/apt,125,1,19,1,0,Cheapest price,Short term
42788707,Manhattan,Chinatown,40.71475,-73.99257,Entire home/apt,130,180,15,1,365,Cheapest price,Very Long term
9947332,Brooklyn,Clinton Hill,40.68474,-73.9632,Private room,98,4,245,1,247,Cheapest price,Long term
24833732,Manhattan,Little Italy,40.71763,-73.99753,Entire home/apt,160,2,6,1,0,Cheapest price,Short term
1292205,Queens,Astoria,40.76361,-73.91793,Entire home/apt,140,5,15,1,260,Cheapest price,Long term
10407935,Manhattan,SoHo,40.72427,-73.99849,Entire home/apt,89,1,0,8,71,Cheapest price,Short term
23985505,Manhattan,Greenwich Village,40.72835,-74.00259,Entire home/apt,150,1,0,1,0,Cheapest price,Short term
5944682,Manhattan,Theater District,40.75964,-73.98534,Private room,185,2,243,1,127,Cheapest price,Medium term
119968055,Manhattan,East Village,40.72706,-73.98583,Private room,100,1,0,1,0,Cheapest price,Short term
161184313,Brooklyn,Greenpoint,40.73029,-73.9515,Private room,74,5,1,2,95,Cheapest price,Medium term
11082255,Queens,Flushing,40.75644,-73.82875,Entire home/apt,200,2,1,1,0,Cheapest price,Short term
22301628,Brooklyn,East New York,40.67454,-73.89652,Entire home/apt,120,2,15,1,0,Cheapest price,Short term
14459075,Manhattan,Morningside Heights,40.80279,-73.96325,Private room,60,2,58,1,110,Cheapest price,Medium term
2248897,Brooklyn,Bedford-Stuyvesant,40.68448,-73.92747,Entire home/apt,110,4,70,1,283,Cheapest price,Very Long term
175730239,Queens,Sunnyside,40.74033,-73.92646,Shared room,30,3,2,12,350,Cheapest price,Very Long term
224414117,Manhattan,Hell's Kitchen,40.75659,-73.99988,Private room,179,1,27,30,327,Cheapest price,Very Long term
9872597,Brooklyn,Williamsburg,40.71124,-73.9499,Private room,70,5,8,1,0,Cheapest price,Short term
28930916,Manhattan,Upper East Side,40.78112,-73.95214,Shared room,42,1,50,1,343,Cheapest price,Very Long term
74116175,Queens,Long Island City,40.74547,-73.95198,Entire home/apt,300,2,7,1,40,Cheapest price,Short term
9028473,Brooklyn,Crown Heights,40.67265,-73.94674,Private room,75,1,0,1,0,Cheapest price,Short term
48016303,Queens,Astoria,40.75546,-73.91768,Private room,39,4,9,1,0,Cheapest price,Short term
66058896,Brooklyn,Bushwick,40.69652,-73.91079,Private room,40,20,0,1,31,Cheapest price,Short term
57670550,Brooklyn,Crown Heights,40.66714,-73.93365,Entire home/apt,87,2,2,2,0,Cheapest price,Short term
40231738,Brooklyn,Park Slope,40.67071,-73.9792,Entire home/apt,205,2,4,1,203,Cheapest price,Long term
25494876,Manhattan,Lower East Side,40.71959,-73.9919,Entire home/apt,149,2,14,1,0,Cheapest price,Short term
155152907,Queens,St. Albans,40.70479,-73.76357,Private room,45,2,31,2,266,Cheapest price,Long term
430188,Brooklyn,Williamsburg,40.70686,-73.95365,Private room,135,28,84,6,310,Cheapest price,Very Long term
2378357,Manhattan,Chelsea,40.73971,-74.00221,Private room,125,2,42,1,172,Cheapest price,Medium term
354887,Brooklyn,Prospect Heights,40.67678,-73.96692,Entire home/apt,189,3,173,1,265,Cheapest price,Long term
1949282,Brooklyn,Bushwick,40.69407,-73.91124,Private room,55,2,38,5,0,Cheapest price,Short term
4119683,Manhattan,Battery Park City,40.71029,-74.01725,Private room,100,1,4,1,0,Cheapest price,Short term
42144338,Manhattan,Upper East Side,40.7786,-73.95028,Entire home/apt,120,6,2,1,9,Cheapest price,Short term
220762164,Brooklyn,Bushwick,40.68952,-73.90919,Entire home/apt,349,2,1,4,365,Cheapest price,Very Long term
4358400,Manhattan,West Village,40.73707,-74.00524,Private room,150,1,1,1,0,Cheapest price,Short term
458021,Manhattan,Nolita,40.72131,-73.99487,Entire home/apt,119,3,17,1,0,Cheapest price,Short term
242924411,Brooklyn,Bedford-Stuyvesant,40.68571,-73.95265,Entire home/apt,90,1,10,5,50,Cheapest price,Short term
47015275,Queens,Elmhurst,40.74503,-73.88761,Private room,80,1,3,2,317,Cheapest price,Very Long term
40536602,Brooklyn,Midwood,40.62022,-73.95622,Entire home/apt,65,7,0,1,0,Cheapest price,Short term
12233355,Brooklyn,Greenpoint,40.7233,-73.94065,Private room,80,2,5,2,0,Cheapest price,Short term
4160649,Manhattan,Upper East Side,40.77483,-73.94674,Entire home/apt,175,3,1,1,0,Cheapest price,Short term
400240,Brooklyn,Flatbush,40.65323,-73.96223,Private room,47,2,91,2,51,Cheapest price,Short term
6598000,Brooklyn,Prospect-Lefferts Gardens,40.66156,-73.94882,Entire home/apt,95,3,9,1,0,Cheapest price,Short term
156200633,Manhattan,Harlem,40.81747,-73.95249,Private room,52,3,10,1,0,Cheapest price,Short term
1763862,Brooklyn,South Slope,40.66485,-73.98543,Entire home/apt,160,1,111,1,253,Cheapest price,Long term
137274917,Manhattan,Hell's Kitchen,40.76037,-73.99171,Private room,110,1,10,12,270,Cheapest price,Very Long term
428643,Manhattan,East Harlem,40.7876,-73.94139,Entire home/apt,149,3,15,1,120,Cheapest price,Medium term
52525871,Brooklyn,Clinton Hill,40.69375,-73.96697,Entire home/apt,125,5,0,1,0,Cheapest price,Short term
106634224,Brooklyn,Bedford-Stuyvesant,40.69554,-73.94246,Private room,55,14,4,2,0,Cheapest price,Short term
66276,Brooklyn,Williamsburg,40.7077,-73.94785,Entire home/apt,190,6,8,1,5,Cheapest price,Short term
32340523,Manhattan,Murray Hill,40.74409,-73.97145,Entire home/apt,250,1,0,1,0,Cheapest price,Short term
49503035,Manhattan,West Village,40.73041,-74.00251,Entire home/apt,85,3,5,1,16,Cheapest price,Short term
21573063,Brooklyn,Bedford-Stuyvesant,40.68547,-73.93209,Entire home/apt,50,1,2,1,0,Cheapest price,Short term
33867639,Manhattan,Chinatown,40.71457,-73.9958,Private room,122,1,71,3,91,Cheapest price,Medium term
2267153,Manhattan,East Village,40.72792,-73.98507,Private room,91,5,395,2,1,Cheapest price,Short term
231465803,Manhattan,Chelsea,40.74244,-74.00274,Entire home/apt,300,2,13,1,16,Cheapest price,Short term
1486623,Queens,Long Island City,40.74975,-73.93688,Private room,55,7,39,1,46,Cheapest price,Short term
24597265,Queens,Ditmars Steinway,40.77209,-73.91082,Private room,45,6,25,8,307,Cheapest price,Very Long term
66786569,Brooklyn,Williamsburg,40.70475,-73.93663,Private room,62,2,5,1,0,Cheapest price,Short term
43192686,Brooklyn,Borough Park,40.62586,-73.98079,Entire home/apt,70,5,33,1,27,Cheapest price,Short term
31920354,Brooklyn,Williamsburg,40.7127,-73.94487,Private room,109,3,5,2,179,Cheapest price,Medium term
8716709,Brooklyn,Williamsburg,40.711,-73.95701,Entire home/apt,300,2,0,1,0,Cheapest price,Short term
3577509,Brooklyn,Bedford-Stuyvesant,40.69128,-73.93653,Entire home/apt,85,4,239,2,1,Cheapest price,Short term
270292053,Manhattan,Chelsea,40.7469,-73.99038,Entire home/apt,350,3,3,1,345,Cheapest price,Very Long term
49293531,Brooklyn,Bedford-Stuyvesant,40.68481,-73.92763,Entire home/apt,320,80,0,3,25,Cheapest price,Short term
21218657,Brooklyn,Bedford-Stuyvesant,40.69462,-73.94499,Entire home/apt,89,3,7,1,0,Cheapest price,Short term
24880134,Brooklyn,Prospect Heights,40.67935,-73.96912,Private room,75,3,1,3,0,Cheapest price,Short term
51605949,Brooklyn,Clinton Hill,40.69459,-73.96408,Private room,43,1,0,1,0,Cheapest price,Short term
11636894,Brooklyn,Fort Greene,40.68499,-73.97403,Entire home/apt,239,3,19,1,257,Cheapest price,Long term
8112314,Manhattan,Upper West Side,40.78399,-73.9733,Private room,65,1,4,2,364,Cheapest price,Very Long term
194571019,Queens,Astoria,40.76371,-73.91784,Private room,36,2,3,1,4,Cheapest price,Short term
417100,Manhattan,Chinatown,40.71338,-73.99226,Entire home/apt,135,1,18,1,0,Cheapest price,Short term
137306448,Manhattan,Upper East Side,40.7823,-73.94736,Entire home/apt,219,1,29,1,338,Cheapest price,Very Long term
1825159,Queens,Long Island City,40.7574,-73.93011,Entire home/apt,125,3,54,1,83,Cheapest price,Short term
49746656,Queens,Long Island City,40.74572,-73.95679,Entire home/apt,85,5,1,1,0,Cheapest price,Short term
85726670,Manhattan,Upper East Side,40.77043,-73.95557,Entire home/apt,150,3,2,1,0,Cheapest price,Short term
269775225,Bronx,Port Morris,40.80146,-73.91673,Private room,125,3,0,2,365,Cheapest price,Very Long term
11237515,Manhattan,Harlem,40.82335,-73.94887,Private room,100,3,4,1,358,Cheapest price,Very Long term
22343983,Manhattan,Washington Heights,40.85674,-73.93003,Private room,35,2,5,1,0,Cheapest price,Short term
4191076,Manhattan,Chinatown,40.71687,-73.99046,Entire home/apt,87,59,51,1,0,Cheapest price,Short term
231863607,Manhattan,East Harlem,40.80719,-73.94088,Entire home/apt,250,2,10,1,0,Cheapest price,Short term
215189782,Manhattan,Hell's Kitchen,40.76825,-73.98743,Private room,200,3,8,1,332,Cheapest price,Very Long term
6028908,Brooklyn,Crown Heights,40.67569,-73.95548,Private room,38,10,0,1,0,Cheapest price,Short term
20459165,Queens,Ridgewood,40.70689,-73.91527,Private room,63,4,6,1,0,Cheapest price,Short term
21524809,Brooklyn,Williamsburg,40.70312,-73.94464,Private room,75,4,6,1,55,Cheapest price,Short term
64960421,Manhattan,Morningside Heights,40.80408,-73.96347,Entire home/apt,120,3,6,1,8,Cheapest price,Short term
2368634,Manhattan,Upper West Side,40.76814,-73.98404,Entire home/apt,220,5,2,1,0,Cheapest price,Short term
7594757,Manhattan,Washington Heights,40.83625,-73.94062,Private room,40,2,18,1,0,Cheapest price,Short term
3259045,Queens,Astoria,40.75744,-73.91839,Entire home/apt,115,30,1,1,311,Cheapest price,Very Long term
210799153,Brooklyn,Bedford-Stuyvesant,40.68676,-73.94593,Private room,51,1,4,3,0,Cheapest price,Short term
12982906,Brooklyn,Fort Greene,40.69338,-73.97322,Entire home/apt,110,3,19,3,0,Cheapest price,Short term
53618094,Manhattan,Nolita,40.72265,-73.99493,Entire home/apt,250,1,0,1,0,Cheapest price,Short term
5817533,Queens,Astoria,40.76477,-73.92901,Private room,75,5,0,1,0,Cheapest price,Short term
7824337,Brooklyn,Flatbush,40.65202,-73.96325,Private room,95,3,14,2,0,Cheapest price,Short term
259087876,Manhattan,Midtown,40.75845,-73.98026,Private room,325,1,6,7,67,Cheapest price,Short term
119294198,Brooklyn,Bay Ridge,40.63209,-74.018,Private room,45,1,1,1,95,Cheapest price,Medium term
2926954,Manhattan,Upper East Side,40.78242,-73.9547,Entire home/apt,160,2,7,1,0,Cheapest price,Short term
80770467,Brooklyn,Bushwick,40.69306,-73.92106,Private room,40,4,1,1,0,Cheapest price,Short term
2647893,Manhattan,Greenwich Village,40.73138,-73.99976,Private room,125,10,0,1,347,Cheapest price,Very Long term
70412965,Manhattan,Hell's Kitchen,40.76371,-73.99346,Entire home/apt,200,2,9,1,140,Cheapest price,Medium term
26574838,Brooklyn,Williamsburg,40.70769,-73.94548,Private room,65,2,2,1,0,Cheapest price,Short term
138798990,Manhattan,Tribeca,40.7243,-74.0111,Entire home/apt,225,3,0,1,42,Cheapest price,Short term
39149459,Manhattan,East Village,40.72428,-73.98748,Entire home/apt,110,1,1,1,0,Cheapest price,Short term
3388510,Brooklyn,Flatbush,40.64599,-73.96079,Entire home/apt,100,2,5,1,0,Cheapest price,Short term
2879920,Manhattan,Upper East Side,40.76189,-73.96298,Private room,69,60,9,2,90,Cheapest price,Medium term
115092398,Manhattan,Harlem,40.81843,-73.94401,Entire home/apt,125,1,78,1,40,Cheapest price,Short term
196580929,Queens,Jackson Heights,40.75228,-73.88699,Private room,42,1,3,1,0,Cheapest price,Short term
10870477,Manhattan,East Village,40.72105,-73.9814,Private room,100,1,1,1,365,Cheapest price,Very Long term
7228086,Queens,Long Island City,40.75178,-73.93973,Entire home/apt,200,2,4,1,0,Cheapest price,Short term
219517861,Manhattan,Financial District,40.70645,-74.01186,Entire home/apt,520,2,6,327,262,Cheapest price,Long term
235548617,Queens,Long Island City,40.75683,-73.93184,Private room,55,1,29,2,1,Cheapest price,Short term
17101801,Manhattan,Hell's Kitchen,40.75819,-73.99347,Entire home/apt,150,29,3,1,287,Cheapest price,Very Long term
62316,Manhattan,East Village,40.72538,-73.98351,Entire home/apt,165,60,11,1,311,Cheapest price,Very Long term
2856748,Manhattan,Upper East Side,40.76161,-73.96252,Entire home/apt,200,30,0,49,324,Cheapest price,Very Long term
3363749,Brooklyn,Williamsburg,40.70877,-73.94171,Private room,89,6,8,3,260,Cheapest price,Long term
64091336,Brooklyn,Bedford-Stuyvesant,40.693,-73.934,Entire home/apt,120,3,12,1,0,Cheapest price,Short term
216235179,Brooklyn,Bushwick,40.69933,-73.92079,Private room,50,30,0,17,327,Cheapest price,Very Long term
17518954,Brooklyn,Bedford-Stuyvesant,40.69038,-73.93101,Private room,79,3,44,1,91,Cheapest price,Medium term
30509656,Bronx,Port Morris,40.80868,-73.93015,Shared room,28,1,3,8,362,Cheapest price,Very Long term
24726785,Brooklyn,Bedford-Stuyvesant,40.69093,-73.9471,Private room,80,1,0,1,30,Cheapest price,Short term
74773867,Brooklyn,Park Slope,40.67455,-73.98477,Entire home/apt,150,1,1,1,8,Cheapest price,Short term
131454177,Manhattan,East Village,40.72907,-73.98388,Entire home/apt,195,7,0,1,295,Cheapest price,Very Long term
107704855,Manhattan,Morningside Heights,40.8107,-73.95842,Private room,60,1,1,1,0,Cheapest price,Short term
46322064,Manhattan,Harlem,40.81147,-73.9471,Entire home/apt,290,3,58,1,188,Cheapest price,Long term
242962235,Queens,Ridgewood,40.70862,-73.89536,Private room,34,30,0,23,314,Cheapest price,Very Long term
127385071,Manhattan,Hell's Kitchen,40.7658,-73.99087,Entire home/apt,139,2,121,1,82,Cheapest price,Short term
16608415,Brooklyn,East New York,40.66745,-73.89217,Private room,25,1,25,3,211,Cheapest price,Long term
261761196,Manhattan,Midtown,40.76574,-73.98201,Private room,100,1,0,8,318,Cheapest price,Very Long term
44502437,Queens,Astoria,40.75687,-73.91597,Entire home/apt,135,2,135,1,168,Cheapest price,Medium term
16765013,Brooklyn,Clinton Hill,40.68423,-73.96242,Entire home/apt,145,5,53,1,14,Cheapest price,Short term
20328794,Manhattan,Upper East Side,40.77507,-73.94896,Entire home/apt,70,10,3,1,0,Cheapest price,Short term
3842134,Brooklyn,Greenpoint,40.72641,-73.94657,Private room,59,20,7,3,342,Cheapest price,Very Long term
1553230,Brooklyn,Prospect Heights,40.67635,-73.97113,Entire home/apt,124,2,9,1,0,Cheapest price,Short term
10771238,Manhattan,Harlem,40.82589,-73.95094,Private room,80,2,126,3,173,Cheapest price,Medium term
37239193,Manhattan,Chelsea,40.74016,-73.99902,Entire home/apt,199,2,1,1,0,Cheapest price,Short term
176189568,Queens,Elmhurst,40.74295,-73.87812,Private room,130,2,0,1,358,Cheapest price,Very Long term
8616291,Manhattan,Harlem,40.82112,-73.95112,Private room,69,5,80,2,0,Cheapest price,Short term
200621725,Brooklyn,Williamsburg,40.71215,-73.94082,Private room,69,2,70,2,30,Cheapest price,Short term
1454772,Brooklyn,Bedford-Stuyvesant,40.68014,-73.94048,Entire home/apt,95,3,48,1,338,Cheapest price,Very Long term
3738130,Manhattan,Lower East Side,40.71625,-73.9843,Entire home/apt,169,5,62,1,249,Cheapest price,Long term
3065891,Brooklyn,Crown Heights,40.66959,-73.95718,Entire home/apt,115,3,0,1,0,Cheapest price,Short term
258577680,Manhattan,Upper East Side,40.77146,-73.95482,Entire home/apt,365,6,2,1,101,Cheapest price,Medium term
212729984,Brooklyn,East New York,40.65905,-73.8976,Entire home/apt,150,1,13,1,89,Cheapest price,Short term
12762193,Manhattan,Harlem,40.8107,-73.94731,Entire home/apt,150,2,10,1,0,Cheapest price,Short term
4025420,Manhattan,Greenwich Village,40.72948,-73.99986,Private room,115,3,20,2,15,Cheapest price,Short term
3003330,Brooklyn,Bedford-Stuyvesant,40.68968,-73.94548,Private room,40,2,104,3,97,Cheapest price,Medium term
19303369,Queens,Elmhurst,40.74045,-73.87776,Private room,30,30,0,37,0,Cheapest price,Short term
212262028,Brooklyn,Fort Greene,40.6882,-73.97651,Entire home/apt,160,3,13,2,252,Cheapest price,Long term
40994490,Brooklyn,Bushwick,40.70153,-73.93064,Entire home/apt,200,3,0,1,0,Cheapest price,Short term
16103591,Manhattan,Inwood,40.86609,-73.92638,Entire home/apt,115,3,6,1,0,Cheapest price,Short term
32379616,Bronx,Williamsbridge,40.88301,-73.85452,Private room,65,5,17,2,123,Cheapest price,Medium term
49561278,Manhattan,Lower East Side,40.71752,-73.99077,Entire home/apt,110,4,1,1,0,Cheapest price,Short term
69977115,Brooklyn,Bensonhurst,40.61649,-73.99043,Private room,79,2,1,4,179,Cheapest price,Medium term
402569,Brooklyn,Williamsburg,40.71295,-73.94459,Entire home/apt,180,3,22,1,98,Cheapest price,Medium term
5479882,Manhattan,Harlem,40.80512,-73.953,Private room,100,2,72,1,19,Cheapest price,Short term
19708200,Brooklyn,Canarsie,40.63888,-73.91729,Private room,45,3,23,3,327,Cheapest price,Very Long term
121130063,Brooklyn,Bushwick,40.70428,-73.92702,Private room,70,2,2,3,358,Cheapest price,Very Long term
17598715,Brooklyn,Red Hook,40.67941,-74.0124,Entire home/apt,200,1,0,1,0,Cheapest price,Short term
26546007,Manhattan,Upper West Side,40.7719,-73.99046,Entire home/apt,300,1,0,1,0,Cheapest price,Short term
9089934,Queens,Ozone Park,40.67948,-73.85335,Private room,30,7,0,1,0,Cheapest price,Short term
1811344,Brooklyn,Greenpoint,40.73163,-73.95434,Entire home/apt,225,3,1,1,0,Cheapest price,Short term
251817531,Brooklyn,Bedford-Stuyvesant,40.68868,-73.95623,Private room,79,2,5,4,351,Cheapest price,Very Long term
1003394,Manhattan,East Village,40.7294,-73.98021,Private room,110,4,12,1,0,Cheapest price,Short term
265917688,Manhattan,Upper West Side,40.77618,-73.98395,Entire home/apt,165,8,1,1,62,Cheapest price,Short term
50855262,Queens,Elmhurst,40.73727,-73.87853,Private room,45,5,2,3,0,Cheapest price,Short term
75405696,Manhattan,Midtown,40.75316,-73.97241,Entire home/apt,450,6,2,1,48,Cheapest price,Short term
20474743,Queens,Flushing,40.76274,-73.82089,Private room,55,1,9,1,59,Cheapest price,Short term
159382205,Queens,Arverne,40.59173,-73.78668,Shared room,37,1,0,2,148,Cheapest price,Medium term
106647991,Brooklyn,Bushwick,40.70398,-73.92168,Private room,52,7,3,1,0,Cheapest price,Short term
10184022,Brooklyn,Williamsburg,40.72078,-73.95892,Private room,115,2,0,1,54,Cheapest price,Short term
124399442,Brooklyn,Midwood,40.61241,-73.95939,Shared room,32,7,0,4,21,Cheapest price,Short term
179255065,Manhattan,Hell's Kitchen,40.7612,-73.98886,Entire home/apt,300,1,118,1,28,Cheapest price,Short term
261894786,Manhattan,East Harlem,40.79247,-73.94892,Entire home/apt,109,1,8,1,233,Cheapest price,Long term
32865595,Brooklyn,Prospect-Lefferts Gardens,40.66117,-73.96083,Private room,62,1,54,3,343,Cheapest price,Very Long term
187975743,Manhattan,Hell's Kitchen,40.76249,-73.98807,Shared room,65,1,17,8,198,Cheapest price,Long term
230192510,Brooklyn,Fort Greene,40.69638,-73.97507,Private room,48,30,1,25,342,Cheapest price,Very Long term
74044417,Queens,Rosedale,40.65973,-73.74098,Private room,160,1,1,1,365,Cheapest price,Very Long term
79258584,Brooklyn,Bedford-Stuyvesant,40.68006,-73.94115,Entire home/apt,104,5,115,1,182,Cheapest price,Long term
13543967,Brooklyn,Greenpoint,40.72912,-73.95203,Private room,100,3,4,1,53,Cheapest price,Short term
221934669,Manhattan,Midtown,40.74981,-73.98585,Private room,350,1,7,2,0,Cheapest price,Short term
14325632,Brooklyn,Crown Heights,40.67476,-73.95312,Private room,120,2,8,2,162,Cheapest price,Medium term
2135948,Queens,Astoria,40.76788,-73.92334,Entire home/apt,100,1,102,1,33,Cheapest price,Short term
128414475,Brooklyn,Williamsburg,40.70556,-73.92892,Private room,70,2,10,3,0,Cheapest price,Short term
107437866,Bronx,Edenwald,40.89124,-73.83423,Entire home/apt,149,2,59,1,328,Cheapest price,Very Long term
1639755,Brooklyn,Fort Hamilton,40.61999,-74.03181,Private room,55,1,34,2,281,Cheapest price,Very Long term
85235313,Manhattan,Greenwich Village,40.73085,-74.00079,Entire home/apt,174,360,0,1,365,Cheapest price,Very Long term
1914516,Brooklyn,Williamsburg,40.71134,-73.95953,Entire home/apt,165,1,3,1,0,Cheapest price,Short term
2155832,Manhattan,Harlem,40.82823,-73.94691,Entire home/apt,90,4,266,1,150,Cheapest price,Medium term
22171095,Queens,Astoria,40.76235,-73.92138,Entire home/apt,140,2,16,2,79,Cheapest price,Short term
18753186,Brooklyn,Gowanus,40.681,-73.98882,Entire home/apt,380,6,9,2,0,Cheapest price,Short term
9280078,Brooklyn,Williamsburg,40.70845,-73.96742,Entire home/apt,120,1,1,1,0,Cheapest price,Short term
97042500,Manhattan,Harlem,40.80393,-73.95205,Entire home/apt,344,2,9,4,25,Cheapest price,Short term
16395150,Brooklyn,Boerum Hill,40.68554,-73.98471,Entire home/apt,265,2,10,1,0,Cheapest price,Short term
2574881,Manhattan,East Village,40.72225,-73.98206,Entire home/apt,150,3,6,1,0,Cheapest price,Short term
68082479,Brooklyn,East New York,40.67293,-73.89548,Entire home/apt,135,30,68,2,247,Cheapest price,Long term
14598000,Brooklyn,Williamsburg,40.70802,-73.94053,Entire home/apt,200,4,0,2,315,Cheapest price,Very Long term
20692024,Manhattan,Midtown,40.75827,-73.96196,Entire home/apt,215,5,7,1,0,Cheapest price,Short term
4111640,Manhattan,Lower East Side,40.71502,-73.98192,Private room,69,7,48,1,235,Cheapest price,Long term
26330490,Brooklyn,Bushwick,40.70479,-73.92316,Private room,40,7,5,1,0,Cheapest price,Short term
21019302,Brooklyn,Bedford-Stuyvesant,40.68489,-73.92087,Entire home/apt,200,2,15,1,300,Cheapest price,Very Long term
70181692,Manhattan,Midtown,40.74595,-73.98996,Entire home/apt,399,1,1,1,0,Cheapest price,Short term
172506981,Manhattan,Midtown,40.74827,-73.98828,Entire home/apt,150,3,27,1,320,Cheapest price,Very Long term
10099253,Brooklyn,Fort Greene,40.69406,-73.98102,Entire home/apt,144,3,1,1,0,Cheapest price,Short term
102080453,Brooklyn,Bedford-Stuyvesant,40.694,-73.94675,Private room,54,1,166,2,0,Cheapest price,Short term
24464178,Manhattan,Chelsea,40.74379,-73.99433,Entire home/apt,189,2,7,1,0,Cheapest price,Short term
263901573,Manhattan,Midtown,40.75624,-73.97171,Shared room,99,1,9,3,15,Cheapest price,Short term
51439873,Brooklyn,Williamsburg,40.71557,-73.94004,Private room,75,1,0,1,0,Cheapest price,Short term
102103075,Brooklyn,Crown Heights,40.67923,-73.96286,Entire home/apt,139,1,216,1,257,Cheapest price,Long term
230917343,Manhattan,Midtown,40.74758,-73.98276,Entire home/apt,299,3,8,1,306,Cheapest price,Very Long term
142144113,Brooklyn,Flatbush,40.65175,-73.96408,Entire home/apt,90,30,4,1,342,Cheapest price,Very Long term
15002363,Manhattan,Harlem,40.80071,-73.9534,Private room,100,3,60,1,0,Cheapest price,Short term
712992,Brooklyn,Greenpoint,40.72025,-73.9436,Entire home/apt,115,1,92,1,33,Cheapest price,Short term
16485294,Manhattan,Upper East Side,40.78351,-73.94709,Private room,75,1,6,1,0,Cheapest price,Short term
20555097,Brooklyn,Bedford-Stuyvesant,40.68236,-73.9277,Private room,37,3,13,2,0,Cheapest price,Short term
248161322,Brooklyn,Bushwick,40.70106,-73.93895,Private room,80,30,0,14,342,Cheapest price,Very Long term
4473860,Manhattan,Harlem,40.80845,-73.94435,Entire home/apt,125,1,64,1,135,Cheapest price,Medium term
163365183,Manhattan,Morningside Heights,40.81153,-73.96112,Shared room,34,5,0,1,14,Cheapest price,Short term
11600691,Brooklyn,Gowanus,40.68107,-73.98245,Entire home/apt,265,3,0,1,0,Cheapest price,Short term
33036193,Manhattan,East Village,40.72693,-73.98374,Private room,100,3,0,2,52,Cheapest price,Short term
2265770,Manhattan,Harlem,40.80533,-73.95204,Private room,65,4,109,3,0,Cheapest price,Short term
5715157,Brooklyn,Clinton Hill,40.69303,-73.96196,Entire home/apt,200,1,19,1,285,Cheapest price,Very Long term
89349779,Manhattan,Harlem,40.8026,-73.95829,Entire home/apt,182,2,5,1,19,Cheapest price,Short term
127965755,Manhattan,West Village,40.73251,-74.00191,Private room,90,6,7,1,76,Cheapest price,Short term
250005351,Manhattan,Financial District,40.70529,-74.00653,Private room,293,1,7,1,75,Cheapest price,Short term
33836993,Brooklyn,Bedford-Stuyvesant,40.68884,-73.92949,Private room,65,7,1,1,0,Cheapest price,Short term
1792568,Manhattan,Financial District,40.70587,-74.01534,Entire home/apt,500,2,63,1,79,Cheapest price,Short term
12058024,Brooklyn,Prospect-Lefferts Gardens,40.66116,-73.96166,Entire home/apt,70,1,3,1,4,Cheapest price,Short term
32926963,Manhattan,East Village,40.72582,-73.97558,Private room,95,2,13,1,0,Cheapest price,Short term
92183983,Brooklyn,Greenpoint,40.72865,-73.95937,Entire home/apt,120,5,17,1,0,Cheapest price,Short term
247067478,Manhattan,Upper West Side,40.7977,-73.96115,Entire home/apt,330,4,9,1,132,Cheapest price,Medium term
12387523,Brooklyn,Bedford-Stuyvesant,40.68033,-73.94248,Private room,47,2,27,1,272,Cheapest price,Very Long term
2702080,Brooklyn,Bedford-Stuyvesant,40.6916,-73.94714,Private room,77,2,145,1,365,Cheapest price,Very Long term
562114,Brooklyn,Bay Ridge,40.63314,-74.02896,Entire home/apt,295,5,4,1,19,Cheapest price,Short term
23349530,Manhattan,Harlem,40.80204,-73.95656,Shared room,80,1,0,1,59,Cheapest price,Short term
80091971,Manhattan,Upper West Side,40.80421,-73.96738,Private room,75,2,17,2,0,Cheapest price,Short term
10860081,Brooklyn,Clinton Hill,40.68241,-73.96354,Entire home/apt,130,1,9,1,0,Cheapest price,Short term
3949502,Manhattan,East Village,40.72728,-73.98865,Private room,75,14,13,1,27,Cheapest price,Short term
25475028,Manhattan,Chinatown,40.71448,-73.99157,Private room,110,1,1,1,0,Cheapest price,Short term
243288727,Manhattan,Hell's Kitchen,40.76793,-73.9882,Entire home/apt,190,30,0,7,354,Cheapest price,Very Long term
6789857,Brooklyn,Prospect Heights,40.67321,-73.96574,Entire home/apt,99,5,12,1,0,Cheapest price,Short term
311286,Brooklyn,Crown Heights,40.67649,-73.9435,Private room,80,2,5,4,311,Cheapest price,Very Long term
23454048,Manhattan,Harlem,40.81185,-73.93902,Entire home/apt,225,1,7,1,3,Cheapest price,Short term
227494795,Manhattan,Lower East Side,40.71955,-73.9861,Entire home/apt,499,2,15,1,297,Cheapest price,Very Long term
260425153,Manhattan,Midtown,40.76459,-73.97416,Private room,425,1,1,14,357,Cheapest price,Very Long term
82187372,Brooklyn,Williamsburg,40.71469,-73.95401,Private room,250,10,0,1,78,Cheapest price,Short term
